,ID_Fatura,UC,Municipio,Bairro_Cidade,Endereco_Complemento,Campus_Name,Campus_Unique_Name,Grupo_Tarifario,Fase,valor_total_RS,pagina_correspondente,valor_faturado_consumo,valor_faturado_band_amar,valor_faturado_band_verm,valor_faturado_consumo_P,valor_faturado_consumo_FP,valor_faturado_ener_reat_exc_P,valor_faturado_ener_reat_exc_FP,valor_faturado_demanda,valor_faturado_demanda_ultr,valor_faturado_cosip,valor_faturado_custo_disp_sistema,valor_faturado_comp_viol_meta_continuidade,Quantidade_consumo,Quantidade_consumo_P,Quantidade_consumo_FP,Quantidade_ener_reat_exc_P,Quantidade_ener_reat_exc_FP,Quantidade_demanda,Quantidade_demanda_ultr,Quantidade_custo_disp_sistema,Medido_consumo,Medido_consumo_P,Medido_consumo_FP,Medido_ener_reat_exc_P,Medido_ener_reat_exc_FP,Medido_demanda,Medido_demanda_ultr,Medido_energia_reat_indutiva,MM_YY_ref,year,month,has_demanda,has_been_charged_by_demanda_ultr,has_been_refunded,real_contracted_value_for_demanda,diff_demanda_contratada_medida,ratio_medido_faturado,demanda_tarifa_cost_real_por_kW,lost_money_sobrecontratacao_demanda
309,01-20184440664581-0,24712095,FLORIANOPOLIS,FLORIANOPOLIS-CENTRO,"AV DO ANTAO,, ",Reitoria,Reitoria_Centro_B3,B-3,TR-TRIFASICO,36,1,73,45,79,22,99,5,66,76,21,60,93,29,4,87,84,35,77,53,58,51,6,59,59,3,41,70,11,5,2018_12,2018,12,False,False,True,0.0,0.0,,,78
310,01-20184500213276-75,10061792,FLORIANOPOLIS,COQUEIROS - FNS,"R SAO CRISTOVAO, 177, ",CEFID,CEFID_Coqueiros_B3_S.Cristovao.177,B-3,MO-MONOFASICO,35,3,1,80,37,7,76,42,50,4,83,73,28,79,47,61,89,83,72,29,39,48,43,72,97,46,94,95,93,54,2018_12,2018,12,False,False,False,0.0,0.0,,,88
311,01-20184500211871-58,10065585,FLORIANOPOLIS,COQUEIROS - FNS,"R PASCOAL SIMONE, 149, ",CEFID,CEFID_Coqueiros_B3_P.Simone.149,B-3,TR-TRIFASICO,8,4,77,29,52,97,82,92,26,98,48,95,3,38,55,59,45,57,99,32,53,37,91,10,86,61,32,97,82,64,2018_12,2018,12,False,False,False,0.0,0.0,,,10
312,01-20184510837083-59,28735561,JOINVILLE,AMERICA - JVE,"R OTTO BOEHMM, 48, SL3 CX4",CCT,CCT_America_B3_Radio_CX_4,B-3,TR-TRIFASICO,9,9,12,95,11,93,11,28,1,97,19,33,25,87,46,71,71,73,4,26,48,97,24,59,4,52,29,90,37,46,2018_12,2018,12,False,False,False,0.0,0.0,,,63
313,01-20184489112004-9,48665110,LAGES,MACACOS - LAG*,"LOC MACACOS,, FAZENDA EXPERIMENTAL DO CAV",CAV,CAV_Macacos_B3_Fazenda,B-3,MO-MONOFASICO,87,11,44,3,98,37,11,45,81,34,40,24,21,49,9,51,82,39,25,65,15,53,13,63,87,77,22,65,87,63,2018_12,2018,12,False,False,False,0.0,0.0,,,59
314,01-20184470233391-70,42565431,LAGUNA,PRAIA DO GI - LAG,"AV PRES CASTELO BRANCO,0, RESTAURANTE ESCOLA",CERES,CERES_Praia-do-Gi_B3_Restaurante-Escola,B-3,TR-TRIFASICO,39,13,87,26,68,53,40,15,1,40,48,48,26,41,26,82,76,9,47,47,17,64,31,73,55,62,30,65,81,65,2018_12,2018,12,False,False,False,0.0,0.0,,,36
315,01-20184505731724-13,25576640,LAGUNA,PROGRESSO - LAG,"R CEL FERNANDES MARTINS,, GINASIO COBERTO BERTHOLDO WERNER",CERES,CERES_Progresso_B3_Ginasio,B-3,TR-TRIFASICO,35,14,59,71,71,93,53,50,46,18,80,37,29,49,55,39,61,56,57,24,19,91,68,82,49,25,53,9,1,69,2018_12,2018,12,False,False,False,0.0,0.0,,,21
316,01-20184435911355-58,2102650,IBIRAMA,BELA VISTA / IB,"R 7 DE SETEMBRO, 200, ",CEAVI,CEAVI_Bela-Vista_B3_7.Set.200,B-3,TR-TRIFASICO,76,16,84,34,24,84,9,89,64,80,79,97,35,40,64,18,73,91,89,76,22,97,7,41,63,72,19,36,67,71,2018_12,2018,12,False,False,False,0.0,0.0,,,27
317,01-20184435911459-53,2102811,IBIRAMA,BELA VISTA / IB,"R PROF® HELENA LAUN, 236, ",CEAVI,CEAVI_Bela-Vista_B3_Prof.Helena-Laun.236,B-3,MO-MONOFASICO,46,17,80,63,75,6,99,48,92,18,57,81,30,23,56,5,44,18,15,73,92,48,49,85,74,23,21,1,11,50,2018_12,2018,12,False,False,False,0.0,0.0,,,93
318,01-20184505882839 - 20,43860100,BALNEARIO CAMBORIU,NOVA ESPERANCA (BC),"R EDGAR LINHARES, 570, GALPAO 04",CEFSI,CEFSI_Nova-Esperanca_,B-3,TR-TRIFASICO,34,20,36,21,43,62,82,10,23,34,18,82,91,14,11,15,16,2,76,11,86,80,91,29,88,75,94,77,98,75,2018_12,2018,12,False,False,False,0.0,0.0,,,89
319,01-20184518638985 -61,47553474,CHAPECO,CHAP - CENTRO,"R SETE DE SETEMBRO, 91, AP101 ED PERETTI - DPTO CURSO ENFERMAGEM",CEO,CEO_Centro_B3_7.Set.91_Departamento-Enfermagem,B-3,TR-TRIFASICO,51,22,14,33,57,43,49,15,9,41,4,3,8,62,9,33,56,31,68,52,39,89,34,50,61,20,29,57,18,57,2018_12,2018,12,False,False,False,0.0,0.0,,,62
320,01-20184435741278-53,22037099,PINHALZINHO,PINH - RURAL,"LN BONITA,, KM 01",CEO,CEO_Pinh_B3_Km01,B-3,TR-TRIFASICO,35,23,25,54,94,36,73,34,80,66,76,58,32,64,18,40,81,40,83,10,40,67,11,5,48,85,30,41,90,73,2018_12,2018,12,False,False,False,0.0,0.0,,,75
321,01-20184446581934-88,26132010,SAO BENTO DO SUL,CENTENARIO,"R LUIZ FERNANDO HASTREITER, 150, ",CEPLAN,CEPLAN_Centenario_B3,B-3,TR-TRIFASICO,89,24,45,8,41,39,85,68,24,87,38,77,83,41,78,80,39,75,4,22,88,83,70,94,11,16,35,82,42,90,2018_12,2018,12,False,False,False,0.0,0.0,,,60
322,01-20184446263832-74,21363677,FLORIANOPOLIS,ITACORUBI - FNS,"SV CAMINHO DO PORTO,, CONJUNTO ESPORTIVO",Reitoria,Reitoria_Itacorubi_B3_Conjunto-Esportivo,B-3,TR-TRIFASICO,32,1,20,95,28,32,30,24,23,9,4,63,72,32,88,73,79,64,76,50,73,66,93,75,85,15,42,76,39,8,2018_12,2018,12,False,False,False,0.0,0.0,,,40
323,01-20184500213452-4,10061849,FLORIANOPOLIS,COQUEIROS - FNS,"R SAO CRISTOVAO, 275, ",CEFID,CEFID_Coqueiros_UC_2,B-3,TR-TRIFASICO,96,3,40,87,12,34,92,22,48,64,24,49,47,50,97,49,86,91,19,57,99,54,94,34,76,77,8,22,52,47,2018_12,2018,12,False,False,False,0.0,0.0,,,41
324,01-20184500211874-46,10065593,FLORIANOPOLIS,COQUEIROS - FNS,"R PASCOAL SIMONE, 163, ",CEFID,CEFID_Coqueiros_B3_P.Simone.163,B-3,TR-TRIFASICO,52,4,33,76,22,2,67,63,83,85,76,23,60,66,1,82,44,70,58,35,92,83,30,70,60,61,72,3,58,95,2018_12,2018,12,False,False,False,0.0,0.0,,,15
325,01-20184510837086-47,28735588,JOINVILLE,AMERICA - JVE,"R OTTO BOEHMM, 48, SL6 CX6",CCT,CCT_America_B3_Radio_CX_6,B-3,TR-TRIFASICO,32,9,4,49,61,47,15,84,23,88,27,83,72,27,61,85,67,71,92,8,50,80,85,36,15,58,72,65,89,53,2018_12,2018,12,False,False,False,0.0,0.0,,,43
326,01-20184510404928-97,12216955,LAGES,CONTA DINHEIRO- LAG*,"R PAULO ALVES DE LIZ,, TELEMED",CAV,CAV_Conta-Dinheiro_A4_Telemed,A-4,TR-TRIFASICO,13,11,91,49,84,41,5,48,28,93,46,32,78,47,28,24,95,36,35,89,96,11,93,94,48,70,88,17,86,18,2018_12,2018,12,True,False,False,440.0,69.4,0.84,13.38,82
327,01-20184470233386-30,51262476,LAGUNA,PROGRESSO - LAG,"AV ENG COLOMBO MACHADO SALLES,0, ",CERES,CERES_Progresso_B3_Colombo-Sales.0,B-3,TR-TRIFASICO,80,13,51,22,80,63,96,80,90,24,20,40,2,58,15,98,71,91,6,66,44,57,38,35,29,37,99,53,15,62,2018_12,2018,12,False,False,False,0.0,0.0,,,99
328,01-20184510405842-9,12264488,LAGUNA,PROGRESSO - LAG,"R CEL FERNANDES MARTINS,, COL COMERCIAL LAGUNENSE",CERES,CERES_Progresso_A4_Col.Comercial-Laguense,A-4,TR-TRIFASICO,56,14,53,38,66,32,31,62,72,80,34,82,88,78,82,73,86,3,6,9,19,7,84,82,99,18,6,21,27,94,2018_12,2018,12,True,False,False,140.0,17.9,0.87,13.38,11
329,01-20184435911461-3,2102668,IBIRAMA,BELA VISTA / IB,"R PROF HELENA LAUN, 120, FUNDOS",CEAVI,CEAVI_Bela-Vista_B3_Prof.Helena-Laun.120.Fundos,B-3,MO-MONOFASICO,37,16,20,83,54,82,91,55,96,56,97,69,77,46,53,38,45,94,88,72,12,34,84,83,97,94,74,85,18,6,2018_12,2018,12,False,False,False,0.0,0.0,,,49
330,01-20184435911467-81,2102889,IBIRAMA,BELA VISTA / IB,"R PROF HELENA LAUN, 120, ",CEAVI,CEAVI_Bela-Vista_B3_Prof.Helena-Laun.120,B-3,TR-TRIFASICO,10,17,54,46,14,70,38,61,86,48,13,72,16,78,25,76,90,47,92,66,17,16,88,67,87,26,49,15,6,18,2018_12,2018,12,False,False,False,0.0,0.0,,,8
331,01-20184475148295 -13,49292945,BALNEARIO CAMBORIU,NOVA ESPERANCA (BC),"AV LOURIVAL CESARIO PEREIRA, 100, UDESC",CEFSI,CEFSI_Nova-Esperanca_A4_Lourival-Cesario.100,A-4,TR-TRIFASICO,20,20,40,71,73,62,9,53,41,90,7,1,43,80,64,40,67,98,98,71,90,62,74,73,98,47,74,81,82,88,2018_12,2018,12,True,False,False,235.0,133.3,0.43,13.38,58
332,01-20184518638972-10,47571197,CHAPECO,CHAP - CENTRO,"R 7 DE SETEMBRO, 91, D TERREO",CEO,CEO_Centro_B3_7.Set.91_D-Terreo,B-3,TR-TRIFASICO,42,22,63,19,5,82,54,29,27,96,26,78,26,20,65,85,90,92,75,85,90,34,67,63,57,19,61,76,21,59,2018_12,2018,12,False,False,False,0.0,0.0,,,18
333,01-20184518550833-65,48665160,GUATAMBU,GUAT - RURAL,"LN PORTO CHALANA,, FAZENDA EXPERIMENTAL CEO - FACEO",CEO,CEO_Rural_B3_Fazenda-Experimental,B-3,MO-MONOFASICO,77,23,43,80,43,12,66,61,85,23,71,93,80,45,25,58,37,62,80,89,20,10,75,4,5,45,80,98,73,67,2018_12,2018,12,False,False,False,0.0,0.0,,,11
334,01-20184510405989-17,45175634,SAO BENTO DO SUL,BRASILIA,"AV PREFEITO ORNITH BOLLMANN, 0, CEDUP ENTRE 480 - 581",CEPLAN,CEPLAN_Brasilia_A4,A-4,TR-TRIFASICO,5,24,34,80,48,69,46,26,51,56,13,6,3,31,9,85,33,87,63,63,85,39,90,36,64,22,74,31,11,94,2018_12,2018,12,True,False,False,60.0,20.3,0.66,13.38,74
335,01-20194888860495 -68,12183828,FLORIANOPOLIS,FLORIANOPOLIS-CENTRO,"R VISC OURO PRETO, 457, ",FAED,FAED_Centro_B3,B-3,TR-TRIFASICO,17,2,94,85,27,81,87,27,63,61,92,78,29,94,44,69,82,68,55,5,76,3,27,21,33,59,23,20,9,56,2019_06,2019,6,False,False,False,0.0,0.0,,,97
336,01-20194949857541-7,28925301,JOINVILLE,SAGUACU - JVE,"R PAST GUILHERME RAU,1, UDESC RADIO EDUCATIVA DE JLLE - MIRANTE",CCT,CCT_Saguacu_B3_Radio_Mirante,B-3,MO-MONOFASICO,94,7,6,6,38,98,74,2,81,74,67,99,29,27,9,65,98,49,37,11,3,17,19,52,80,11,79,18,49,9,2019_06,2019,6,False,False,False,0.0,0.0,,,30
337,01-20194969541174-85,28925310,JOINVILLE,AMERICA - JVE,"R OTTO BOEHM, 30, SL6 CX7 - UDESC FUNDACAO",CCT,CCT_America_B3_Radio_CX_7,B-3,BI-BIFASICO,44,10,83,95,26,75,85,71,69,78,15,2,15,14,34,65,1,82,54,67,37,92,48,31,28,81,67,85,10,31,2019_06,2019,6,False,False,False,0.0,0.0,,,31
338,01-20194973769549- 47,26445418,LAGES,CIDADE ALTA - LAG*,"R DAS TORRES, 2090, AREA INDUSTRIAL - UDESC RADIO LAGES",CAV,CAV_Cidade-Alta_B3_Radio,B-3,TR-TRIFASICO,71,12,63,87,8,92,19,69,71,64,6,6,23,82,1,80,68,54,22,51,2,97,42,60,58,35,28,85,85,35,2019_06,2019,6,False,False,False,0.0,0.0,,,2
339,01-20194963675577 -40,12184158,FLORIANOPOLIS,COQUEIROS - FNS,"R PASCOAL SIMONE, 212, ",CEFID,CEFID_Coqueiros_A4_P.Simone.212,A-4,TR-TRIFASICO,44,5,65,49,61,66,20,37,5,84,29,41,18,69,40,21,63,99,17,28,30,87,31,22,71,19,75,72,96,18,2019_06,2019,6,True,False,False,240.0,102.9,0.57,12.91,61
340,01-20194963675603-59,20665025,FLORIANOPOLIS,FLORIANOPOLIS-CENTRO,"R SALDANHA MARINHO, 47, ",Museu,Museu_Centro_A4,A-4,TR-TRIFASICO,77,6,20,78,65,82,78,11,89,51,78,71,51,72,60,80,42,21,57,64,67,91,56,85,44,74,83,98,93,37,2019_06,2019,6,True,False,False,30.0,6.8,0.77,12.91,57
341,01-20194963676070-4,26454336,JOINVILLE,BOM RETIRO -JVE,"R TTE ANTONIO JOAO,, CAMPUS UNIVER. FACULD. ENGENHARIA",CCT,CCT_B.Retiro_A4_Facul.Eng,A-4,TR-TRIFASICO,33,8,97,3,93,41,38,89,14,11,87,32,77,79,59,71,44,14,99,97,93,34,42,53,45,19,13,15,69,37,2019_06,2019,6,True,False,False,600.0,198.5,0.67,12.91,59
342,01-20194917685279-4,22814907,IBIRAMA,CENTRO / IB,"R DOUTOR GETULIO VARGAS, 2678, SALA 03",CEAVI,CEAVI_Centro_A4,A-4,TR-TRIFASICO,27,18,81,93,89,73,79,3,86,53,84,88,18,32,29,74,25,44,10,16,69,78,4,92,13,29,96,75,21,53,2019_06,2019,6,True,False,False,30.0,19.7,0.34,12.91,54
343,01-20194917685355 -82,46190068,IBIRAMA,BELA VISTA / IB,"R DOUTOR GETULIO VARGAS, 2822, CEAVI",CEAVI,CEAVI_Bela-Vista_A4_Dr.Getulio-Vargas.2822,A-4,TR-TRIFASICO,57,19,83,62,52,85,50,25,27,2,77,56,66,29,53,47,57,49,69,88,81,22,63,84,70,92,29,16,99,76,2019_06,2019,6,True,False,False,95.0,60.3,0.37,12.91,34
344,01-20194963676417-0,41399880,CHAPECO,CHAP - STO ANTONIO,"R BELONI TROMBETA ZANIN, 680, E",CEO,CEO_Sto-Antonio_A4_Beloni-Zanin.600,A-4,TR-TRIFASICO,53,21,26,41,91,74,24,16,8,31,21,87,58,1,67,98,92,12,78,23,60,25,65,97,18,7,20,67,10,3,2019_06,2019,6,True,False,False,100.0,47.8,0.52,12.91,40
345,01-20194963675630-21,23421615,FLORIANOPOLIS,SANTA MONICA - FNS,"AV MADRE BENVENUTA, 2007, REITORIA",UDESC-CAMPUS-I,UDESC-CAMPUS-I_Santa-Monica_A4,A-4,TR-TRIFASICO,91,25,22,3,12,84,24,51,96,48,39,35,62,28,42,50,5,24,1,93,21,34,82,82,18,1,80,68,72,74,2019_06,2019,6,True,False,False,720.0,203.1,0.72,12.91,1
346,01-20194905975824-91,24712095,FLORIANOPOLIS,FLORIANOPOLIS-CENTRO,"AV DO ANTAO,, ",Reitoria,Reitoria_Centro_B3,B-3,TR-TRIFASICO,52,1,80,85,21,55,77,20,68,30,42,32,93,26,10,3,33,90,54,34,49,2,53,51,21,64,25,92,59,84,2019_06,2019,6,False,False,True,0.0,0.0,,,38
347,01-20194959201669-1,10061792,FLORIANOPOLIS,COQUEIROS - FNS,"R SAO CRISTOVAO, 177, ",CEFID,CEFID_Coqueiros_B3_S.Cristovao.177,B-3,MO-MONOFASICO,49,3,94,73,8,64,35,78,77,96,55,3,70,17,28,71,28,14,18,52,62,27,8,4,30,90,8,51,74,97,2019_06,2019,6,False,False,False,0.0,0.0,,,1
348,01-20194959199977-97,10065585,FLORIANOPOLIS,COQUEIROS - FNS,"R PASCOAL SIMONE, 149, ",CEFID,CEFID_Coqueiros_B3_P.Simone.149,B-3,TR-TRIFASICO,77,4,78,29,57,71,40,5,72,97,21,52,45,66,8,47,30,94,38,97,81,25,13,88,96,85,43,89,13,48,2019_06,2019,6,False,False,False,0.0,0.0,,,13
349,01-20194969541164-21,28735561,JOINVILLE,AMERICA - JVE,"R OTTO BOEHMM, 48, SL3 CX4",CCT,CCT_America_B3_Radio_CX_4,B-3,TR-TRIFASICO,19,9,5,33,30,71,11,79,61,17,28,72,37,33,53,92,98,32,4,58,24,89,57,49,61,49,9,44,55,21,2019_06,2019,6,False,False,False,0.0,0.0,,,69
350,01-20194949743138-29,48665110,LAGES,MACACOS - LAG*,"LOC MACACOS,, FAZENDA EXPERIMENTAL DO CAV",CAV,CAV_Macacos_B3_Fazenda,B-3,MO-MONOFASICO,7,11,98,79,43,41,11,13,75,79,86,85,16,66,20,39,44,33,20,50,6,98,79,60,75,80,73,80,87,91,2019_06,2019,6,False,False,False,0.0,0.0,,,82
351,01-20194933706315-65,42565431,LAGUNA,PRAIA DO GI - LAG,"AV PRES CASTELO BRANCO,0, RESTAURANTE ESCOLA",CERES,CERES_Praia-do-Gi_B3_Restaurante-Escola,B-3,TR-TRIFASICO,55,13,27,60,52,80,71,47,73,68,49,54,63,88,34,36,15,15,54,10,66,47,50,31,64,15,64,20,91,4,2019_06,2019,6,False,False,False,0.0,0.0,,,74
352,01-20194963920917 -30,25576640,LAGUNA,PROGRESSO - LAG,"R CEL FERNANDES MARTINS,, GINASIO COBERTO BERTHOLDO WERNER",CERES,CERES_Progresso_B3_Ginasio,B-3,TR-TRIFASICO,78,14,52,88,83,64,13,66,71,30,84,94,2,79,6,22,88,62,70,9,88,42,3,83,34,73,91,58,11,10,2019_06,2019,6,False,False,False,0.0,0.0,,,87
353,01-20194931363771-80,2102650,IBIRAMA,BELA VISTA / IB,"R 7 DE SETEMBRO, 200, ",CEAVI,CEAVI_Bela-Vista_B3_7.Set.200,B-3,TR-TRIFASICO,39,16,45,98,89,89,78,60,90,37,38,1,25,29,59,73,41,40,56,97,98,32,10,7,66,1,73,41,62,93,2019_06,2019,6,False,False,False,0.0,0.0,,,56
354,01-20194931363848-3,2102811,IBIRAMA,BELA VISTA / IB,"R PROF® HELENA LAUN, 236, ",CEAVI,CEAVI_Bela-Vista_B3_Prof.Helena-Laun.236,B-3,MO-MONOFASICO,6,17,73,15,76,37,81,79,53,91,74,58,46,9,41,94,93,29,57,17,53,61,16,10,79,75,14,57,17,90,2019_06,2019,6,False,False,False,0.0,0.0,,,33
355,01-20194963995757 -37,43860100,BALNEARIO CAMBORIU,NOVA ESPERANCA (BC),"R EDGAR LINHARES, 570, GALPAO 04",CEFSI,CEFSI_Nova-Esperanca_,B-3,TR-TRIFASICO,4,20,67,23,51,36,59,71,70,87,40,3,18,82,83,75,27,25,25,10,89,30,44,70,97,72,82,67,40,55,2019_06,2019,6,False,False,False,0.0,0.0,,,61
356,01-20194973859049-5,47553474,CHAPECO,CENTRO,"R SETE DE SETEMBRO, 91, AP101 ED PERETTI - DPTO CURSO ENFERMAGEM",CEO,CEO_Centro_B3_7.Set.91_Departamento-Enfermagem,B-3,TR-TRIFASICO,6,22,66,71,61,35,57,39,57,53,95,16,37,51,30,74,42,71,19,49,57,67,13,76,74,60,34,81,57,77,2019_06,2019,6,False,False,False,0.0,0.0,,,68
357,01-20194931241813-88,22037099,PINHALZINHO,PINH - RURAL,"LN BONITA,, KM 01",CEO,CEO_Pinh_B3_Km01,B-3,TR-TRIFASICO,54,23,34,78,37,95,77,50,22,19,89,58,17,58,22,79,58,85,81,34,67,18,93,42,40,16,65,88,18,48,2019_06,2019,6,False,False,False,0.0,0.0,,,99
358,01-20194911380439-82,26132010,SAO BENTO DO SUL,CENTENARIO,"R LUIZ FERNANDO HASTREITER, 150, ",CEPLAN,CEPLAN_Centenario_B3,B-3,TR-TRIFASICO,32,24,49,60,74,47,96,83,58,79,90,2,70,83,7,68,45,56,67,29,84,96,8,7,85,3,85,78,52,96,2019_06,2019,6,False,False,False,0.0,0.0,,,67
359,01-20194911254503-25,21363677,FLORIANOPOLIS,ITACORUBI - FNS,"SV CAMINHO DO PORTO,, CONJUNTO ESPORTIVO",Reitoria,Reitoria_Itacorubi_B3_Conjunto-Esportivo,B-3,TR-TRIFASICO,22,1,42,3,69,26,71,75,65,6,63,12,97,64,87,84,53,2,55,21,50,23,15,53,35,58,61,60,34,88,2019_06,2019,6,False,False,False,0.0,0.0,,,82
360,01-20194959201761-44,10061849,FLORIANOPOLIS,COQUEIROS - FNS,"R SAO CRISTOVAO, 275, CEFID - UDESC",CEFID,CEFID_Coqueiros_UC_2,B-3,TR-TRIFASICO,76,3,10,13,63,52,57,48,7,38,1,5,43,34,88,78,78,19,20,68,95,20,66,30,42,55,94,63,13,45,2019_06,2019,6,False,False,False,0.0,0.0,,,36
361,01-20194959199980-0,10065593,FLORIANOPOLIS,COQUEIROS - FNS,"R PASCOAL SIMONE, 163, ",CEFID,CEFID_Coqueiros_B3_P.Simone.163,B-3,TR-TRIFASICO,35,4,85,95,18,50,35,43,3,11,87,64,89,77,58,85,64,52,70,82,80,31,67,16,49,97,48,40,97,45,2019_06,2019,6,False,False,False,0.0,0.0,,,68
362,01-20194969541171-97,28735588,JOINVILLE,AMERICA - JVE,"R OTTO BOEHMM, 48, SL6 CX6",CCT,CCT_America_B3_Radio_CX_6,B-3,TR-TRIFASICO,26,9,67,61,66,6,83,59,40,95,84,57,50,77,54,2,90,1,58,2,4,8,78,86,97,55,96,88,90,71,2019_06,2019,6,False,False,False,0.0,0.0,,,19
363,01-20194963675942-44,12216955,LAGES,CONTA DINHEIRO- LAG*,"R PAULO ALVES DE LIZ,, TELEMED",CAV,CAV_Conta-Dinheiro_A4_Telemed,A-4,TR-TRIFASICO,79,11,7,29,80,34,77,44,19,49,40,30,84,28,49,62,93,30,76,67,98,22,59,82,79,60,26,17,19,62,2019_06,2019,6,True,False,False,440.0,102.5,0.77,12.91,89
364,01-20194933706314-0,51262476,LAGUNA,PROGRESSO - LAG,"AV ENG COLOMBO MACHADO SALLES,0, ",CERES,CERES_Progresso_B3_Colombo-Sales.0,B-3,TR-TRIFASICO,91,13,27,48,1,21,58,35,56,73,2,94,57,71,20,99,99,45,1,7,46,3,99,48,56,81,36,70,68,6,2019_06,2019,6,False,False,False,0.0,0.0,,,1
365,01-20194963676214-22,12264488,LAGUNA,PROGRESSO - LAG,"R CEL FERNANDES MARTINS,, COL COMERCIAL LAGUNENSE",CERES,CERES_Progresso_A4_Col.Comercial-Laguense,A-4,TR-TRIFASICO,21,14,37,92,79,73,89,42,56,26,25,13,74,91,91,81,31,1,99,29,64,23,27,90,36,5,66,84,80,86,2019_06,2019,6,True,False,False,190.0,110.2,0.42,12.91,21
366,01-20194931363855-79,2102668,IBIRAMA,BELA VISTA / IB,"R PROF HELENA LAUN, 120, FUNDOS",CEAVI,CEAVI_Bela-Vista_B3_Prof.Helena-Laun.120.Fundos,B-3,MO-MONOFASICO,61,16,49,37,78,40,71,22,23,15,76,7,83,57,29,92,21,8,4,90,31,3,86,46,48,2,42,92,43,77,2019_06,2019,6,False,False,False,0.0,0.0,,,59
367,01-20194931363863-5,2102889,IBIRAMA,BELA VISTA / IB,"R PROF HELENA LAUN, 120, ",CEAVI,CEAVI_Bela-Vista_B3_Prof.Helena-Laun.120,B-3,TR-TRIFASICO,93,17,71,56,2,4,64,40,38,11,69,37,77,16,30,30,10,26,76,44,64,75,78,71,18,98,88,11,22,36,2019_06,2019,6,False,False,False,0.0,0.0,,,27
368,01-20194934191422-30,49292945,BALNEARIO CAMBORIU,NOVA ESPERANCA (BC),"AV LOURIVAL CESARIO PEREIRA, 100, UDESC",CEFSI,CEFSI_Nova-Esperanca_A4_Lourival-Cesario.100,A-4,TR-TRIFASICO,53,20,65,41,61,56,10,5,42,2,9,80,87,1,31,65,70,23,86,7,12,58,51,78,15,17,18,9,55,27,2019_06,2019,6,True,False,False,235.0,191.3,0.19,12.91,90
369,01-20194973859044-91,47571197,CHAPECO,CENTRO,"R 7 DE SETEMBRO, 91, D TERREO",CEO,CEO_Centro_B3_7.Set.91_D-Terreo,B-3,TR-TRIFASICO,66,22,9,18,24,43,28,47,32,30,14,48,23,47,54,14,87,87,10,32,94,70,52,13,91,4,66,23,18,62,2019_06,2019,6,False,False,False,0.0,0.0,,,75
370,01-20194973799826-64,48665160,GUATAMBU,GUAT - RURAL,"LN PORTO CHALANA,, FAZENDA EXPERIMENTAL CEO - FACEO",CEO,CEO_Rural_B3_Fazenda-Experimental,B-3,MO-MONOFASICO,33,23,63,13,96,85,70,84,71,37,53,7,83,79,94,96,73,23,83,24,23,20,8,49,90,14,41,8,60,74,2019_06,2019,6,False,False,False,0.0,0.0,,,62
371,01-20194963676323-68,45175634,SAO BENTO DO SUL,BRASILIA,"AV PREFEITO ORNITH BOLLMANN, 0, CEDUP ENTRE 480 - 581",CEPLAN,CEPLAN_Brasilia_A4,A-4,TR-TRIFASICO,93,24,89,7,7,15,37,47,77,31,36,75,59,29,88,21,56,99,38,75,30,63,65,98,90,98,39,94,98,83,2019_06,2019,6,True,False,False,60.0,18.2,0.7,12.91,56
372,01-20183915872424-26,12183828,FLORIANOPOLIS,FLORIANOPOLIS-CENTRO,"R VISC OURO PRETO, 457, ",FAED,FAED_Centro_B3,B-3,TR-TRIFASICO,61,2,15,88,91,31,88,87,58,41,49,38,8,81,34,19,88,62,64,44,25,83,7,81,32,5,61,83,32,10,2018_06,2018,6,False,False,False,0.0,0.0,,,76
373,01-20183982210602-9,28925301,JOINVILLE,SAGUACU - JVE,"R PAST GUILHERME RAU,1, UDESC RADIO EDUCATIVA DE JLLE - MIRANTE",CCT,CCT_Saguacu_B3_Radio_Mirante,B-3,MO-MONOFASICO,47,7,41,56,63,49,38,68,84,26,79,28,67,35,1,27,22,30,87,8,4,79,17,91,97,26,80,83,7,90,2018_06,2018,6,False,False,False,0.0,0.0,,,12
374,01-20184003628347-79,28925310,JOINVILLE,AMERICA - JVE,"R OTTO BOEHM, 30, SL6 CX7 - UDESC FUNDACAO",CCT,CCT_America_B3_Radio_CX_7,B-3,BI-BIFASICO,30,10,15,38,47,61,2,32,16,26,76,55,32,5,49,39,88,93,98,8,11,14,85,85,18,64,2,3,22,42,2018_06,2018,6,False,False,False,0.0,0.0,,,45
375,01-20183982071588- 49,48665110,LAGES,MACACOS - LAG*,"LOC MACACOS,, FAZENDA EXPERIMENTAL DO CAV",CAV,CAV_Macacos_B3_Fazenda,B-3,MO-MONOFASICO,35,11,47,7,32,94,60,71,25,91,72,68,23,33,79,22,86,41,64,71,76,73,2,80,93,36,1,95,31,5,2018_06,2018,6,False,False,False,0.0,0.0,,,62
376,01-20184008653142-9,26445418,LAGES,CIDADE ALTA - LAG*,"R DAS TORRES, 2090, AREA INDUSTRIAL - UDESC RADIO LAGES",CAV,CAV_Cidade-Alta_B3_Radio,B-3,TR-TRIFASICO,88,13,99,70,76,86,70,46,20,41,70,20,29,65,57,54,85,64,30,57,96,46,65,68,18,35,43,60,93,55,2018_06,2018,6,False,False,False,0.0,0.0,,,71
