ID_Fatura,UC,Municipio,Bairro_Cidade,Endereco_Complemento,Campus_Name,Campus_Unique_Name,Grupo_Tarifario,Fase,valor_total_RS,pagina_correspondente,valor_faturado_consumo,valor_faturado_band_amar,valor_faturado_band_verm,valor_faturado_consumo_P,valor_faturado_consumo_FP,valor_faturado_ener_reat_exc_P,valor_faturado_ener_reat_exc_FP,valor_faturado_demanda,valor_faturado_demanda_ultr,valor_faturado_cosip,valor_faturado_custo_disp_sistema,valor_faturado_comp_viol_meta_continuidade,Quantidade_consumo,Quantidade_consumo_P,Quantidade_consumo_FP,Quantidade_ener_reat_exc_P,Quantidade_ener_reat_exc_FP,Quantidade_demanda,Quantidade_demanda_ultr,Quantidade_custo_disp_sistema,Medido_consumo,Medido_consumo_P,Medido_consumo_FP,Medido_ener_reat_exc_P,Medido_ener_reat_exc_FP,Medido_demanda,Medido_demanda_ultr,Medido_energia_reat_indutiva,MM_YY_ref,year,month,has_demanda,has_been_charged_by_demanda_ultr,has_been_refunded,real_contracted_value_for_demanda,diff_demanda_contratada_medida,ratio_medido_faturado,demanda_tarifa_cost_real_por_kW,lost_money_sobrecontratacao_demanda
01-20195065690957 -74,12184158,FLORIANOPOLIS,COQUEIROS - FNS,"R PASCOAL SIMONE, 212, ",CEFID,CEFID_Coqueiros_A4_P.Simone.212,A-4,TR-TRIFASICO,24698.72,5,0.0,554.59,0.0,5624.47,15452.71,112.05,711.51,2018.82,0.0,224.57,0.0,0.0,0.0,4171.0,38685.0,328.0,2086.0,150.0,0.0,0.0,42855.26,4170.52,38684.73,328.46,2085.69,135.36,0.0,20066.68,2019_07,2019,7,True,False,False,150.0,14.6,0.9,13.46,196.52
01-20195065690876-74,20665025,FLORIANOPOLIS,FLORIANOPOLIS-CENTRO,"R SALDANHA MARINHO, 47, ",Museu,Museu_Centro_A4,A-4,TR-TRIFASICO,3126.76,6,0.0,57.22,0.0,1027.4,1413.77,0.0,0.03,403.77,0.0,224.57,0.0,0.0,0.0,762.0,3539.0,0.0,0.0,30.0,0.0,0.0,4301.12,761.81,3539.31,0.0,0.12,17.93,0.0,0.0,2019_07,2019,7,True,False,False,30.0,12.1,0.6,13.46,162.87
01-20195065691764-86,26454336,JOINVILLE,BOM RETIRO -JVE,"R TTE ANTONIO JOAO,, CAMPUS UNIVER. FACULD. ENGENHARIA",CCT,CCT_B.Retiro_A4_Facul.Eng,A-4,TR-TRIFASICO,54748.56,8,0.0,1130.11,0.0,12539.01,32588.31,0.0,283.14,8075.28,0.0,132.71,0.0,0.0,0.0,9298.0,81582.0,0.0,830.0,600.0,0.0,0.0,90880.02,9297.62,81582.39,0.0,830.0,407.56,0.0,36161.83,2019_07,2019,7,True,False,False,600.0,192.4,0.68,13.46,2589.7
01-20195013361976-0,22814907,IBIRAMA,CENTRO / IB,"R DOUTOR GETULIO VARGAS, 2678, SALA 03",CEAVI,CEAVI_Centro_A4,A-4,TR-TRIFASICO,1288.26,18,0.0,7.47,0.0,168.63,555.73,0.0,0.0,403.77,0.0,152.66,0.0,0.0,0.0,125.0,1391.0,0.0,0.0,30.0,0.0,0.0,1516.29,125.05,1391.24,0.01,0.0,12.61,0.0,201.87,2019_07,2019,7,True,False,False,30.0,17.4,0.42,13.46,234.2
01-20195013362148-35,46190068,IBIRAMA,BELA VISTA / IB,"R DOUTOR GETULIO VARGAS, 2822, CEAVI",CEAVI,CEAVI_Bela-Vista_A4_Dr.Getulio-Vargas.2822,A-4,TR-TRIFASICO,6178.32,19,0.0,42.32,0.0,1596.4,2873.5,0.0,0.06,1278.59,0.0,387.45,0.0,0.0,0.0,1184.0,7194.0,0.0,0.0,95.0,0.0,0.0,8377.37,1183.73,7193.63,0.0,0.2,39.48,0.0,22.97,2019_07,2019,7,True,False,False,95.0,55.5,0.42,13.46,747.03
01-20195065692317 -53,41399880,CHAPECO,CHAP - STO ANTONIO,"R BELONI TROMBETA ZANIN, 680, E",CEO,CEO_Sto-Antonio_A4_Beloni-Zanin.600,A-4,TR-TRIFASICO,10549.51,21,0.0,217.25,0.0,2214.04,6218.96,0.0,0.0,1345.88,0.0,553.38,0.0,0.0,0.0,1642.0,15569.0,0.0,0.0,100.0,0.0,0.0,17210.44,1641.72,15568.72,0.0,0.0,61.58,0.0,200.46,2019_07,2019,7,True,False,False,100.0,38.4,0.62,13.46,516.86
01-20195065690800 -2,23421615,FLORIANOPOLIS,SANTA MONICA - FNS,"AV MADRE BENVENUTA, 2007, REITORIA",UDESC-CAMPUS-I,UDESC-CAMPUS-I_Santa-Monica_A4,A-4,TR-TRIFASICO,66658.24,25,0.0,1379.59,0.0,17010.82,38352.92,0.0,0.0,9690.34,0.0,224.57,0.0,0.0,0.0,12613.0,96014.0,0.0,0.0,720.0,0.0,0.0,108627.07,12613.44,96013.63,0.0,0.0,477.69,0.0,16858.36,2019_07,2019,7,True,False,False,720.0,242.3,0.66,13.46,3261.36
01-20194997659597 -87,24712095,FLORIANOPOLIS,FLORIANOPOLIS-CENTRO,"AV DO ANTAO,, ",Reitoria,Reitoria_Centro_B3,B-3,TR-TRIFASICO,801.99,1,656.07,4.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.12,0.0,1.06,1152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019_07,2019,7,False,False,True,0.0,0.0,,,0.0
01-20195051326926-85,10061792,FLORIANOPOLIS,COQUEIROS - FNS,"R SAO CRISTOVAO, 177, ",CEFID,CEFID_Coqueiros_B3_S.Cristovao.177,B-3,MO-MONOFASICO,237.15,3,201.6,4.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.94,0.0,0.0,354.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,354.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019_07,2019,7,False,False,False,0.0,0.0,,,0.0
01-20195051322399-30,10065585,FLORIANOPOLIS,COQUEIROS - FNS,"R PASCOAL SIMONE, 149, ",CEFID,CEFID_Coqueiros_B3_P.Simone.149,B-3,TR-TRIFASICO,326.81,4,261.98,5.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.85,0.0,0.0,460.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,460.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019_07,2019,7,False,False,False,0.0,0.0,,,0.0
01-20195066011779-37,28735561,JOINVILLE,AMERICA - JVE,"R OTTO BOEHMM, 48, SL3 CX4",CCT,CCT_America_B3_Radio_CX_4,B-3,TR-TRIFASICO,59.55,9,0.0,1.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,56.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019_07,2019,7,False,False,False,0.0,0.0,,,0.0
01-20195038450311-83,48665110,LAGES,MACACOS - LAG*,"LOC MACACOS,, FAZENDA EXPERIMENTAL DO CAV",CAV,CAV_Macacos_B3_Fazenda,B-3,MO-MONOFASICO,437.68,11,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,420.31,17.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019_07,2019,7,False,False,False,0.0,0.0,,,0.0
01-20195023579085-35,42565431,LAGUNA,PRAIA DO GI - LAG,"AV PRES CASTELO BRANCO,0, RESTAURANTE ESCOLA",CERES,CERES_Praia-do-Gi_B3_Restaurante-Escola,B-3,TR-TRIFASICO,178.27,13,134.39,1.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.01,0.0,0.0,236.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2019_07,2019,7,False,False,False,0.0,0.0,,,0.0
01-20195058744038-71,25576640,LAGUNA,PROGRESSO - LAG,"R CEL FERNANDES MARTINS,, GINASIO COBERTO BERTHOLDO WERNER",CERES,CERES_Progresso_B3_Ginasio,B-3,TR-TRIFASICO,817.53,14,735.53,17.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.46,0.0,0.0,1292.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1291.5,0.0,0.0,0.0,0.0,0.0,0.0,328.0,2019_07,2019,7,False,False,False,0.0,0.0,,,0.0
01-20194993098827 -69,2102650,IBIRAMA,BELA VISTA / IB,"R 7 DE SETEMBRO, 200, ",CEAVI,CEAVI_Bela-Vista_B3_7.Set.200,B-3,TR-TRIFASICO,412.52,16,173.13,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238.54,0.0,0.0,304.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,304.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2019_07,2019,7,False,False,False,0.0,0.0,,,0.0
01-20194993098900-57,2102811,IBIRAMA,BELA VISTA / IB,"R PROF® HELENA LAUN, 236, ",CEAVI,CEAVI_Bela-Vista_B3_Prof.Helena-Laun.236,B-3,MO-MONOFASICO,284.87,17,46.12,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238.54,0.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019_07,2019,7,False,False,False,0.0,0.0,,,0.0
01-20195058814680- 43,43860100,BALNEARIO CAMBORIU,NOVA ESPERANCA (BC),"R EDGAR LINHARES, 570, GALPAO 04",CEFSI,CEFSI_Nova-Esperanca_,B-3,TR-TRIFASICO,71.2,20,0.0,1.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.9,56.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019_07,2019,7,False,False,False,0.0,0.0,,,0.0
01-20195070341553-35,47553474,CHAPECO,CENTRO,"R SETE DE SETEMBRO, 91, AP101 ED PERETTI - DPTO CURSO ENFERMAGEM",CEO,CEO_Centro_B3_7.Set.91_Departamento-Enfermagem,B-3,TR-TRIFASICO,62.13,22,0.0,1.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.73,56.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2019_07,2019,7,False,False,False,0.0,0.0,,,0.0
01-20194993035587 -82,22037099,PINHALZINHO,PINH - RURAL,"LN BONITA,, KM 01",CEO,CEO_Pinh_B3_Km01,B-3,TR-TRIFASICO,947.2,23,863.96,4.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1517.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1517.0,0.0,0.0,0.0,0.0,0.0,0.0,20.5,2019_07,2019,7,False,False,False,0.0,0.0,,,0.0
01-20195002951130-4,26132010,SAO BENTO DO SUL,CENTENARIO,"R LUIZ FERNANDO HASTREITER, 150, ",CEPLAN,CEPLAN_Centenario_B3,B-3,TR-TRIFASICO,3227.01,24,3128.39,27.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.64,0.0,0.0,5493.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5493.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019_07,2019,7,False,False,False,0.0,0.0,,,0.0
01-20195002806896 -62,21363677,FLORIANOPOLIS,ITACORUBI - FNS,"SV CAMINHO DO PORTO,, CONJUNTO ESPORTIVO",Reitoria,Reitoria_Itacorubi_B3_Conjunto-Esportivo,B-3,TR-TRIFASICO,1248.87,1,1110.57,9.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.57,0.0,0.0,1950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019_07,2019,7,False,False,False,0.0,0.0,,,0.0
01-20195051326944-67,10061849,FLORIANOPOLIS,COQUEIROS - FNS,"R SAO CRISTOVAO, 275, CEFID - UDESC",CEFID,CEFID_Coqueiros_UC_2,B-3,TR-TRIFASICO,510.46,3,205.01,4.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019_07,2019,7,False,False,False,0.0,0.0,,,0.0
01-20195051322406-1,10065593,FLORIANOPOLIS,COQUEIROS - FNS,"R PASCOAL SIMONE, 163, ",CEFID,CEFID_Coqueiros_B3_P.Simone.163,B-3,TR-TRIFASICO,582.96,4,472.69,10.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.47,0.0,0.0,830.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,830.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019_07,2019,7,False,False,False,0.0,0.0,,,0.0
01-20195066011780-16,28735588,JOINVILLE,AMERICA - JVE,"R OTTO BOEHMM, 48, SL6 CX6",CCT,CCT_America_B3_Radio_CX_6,B-3,TR-TRIFASICO,64.99,9,0.0,1.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.64,56.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019_07,2019,7,False,False,False,0.0,0.0,,,0.0
01-20195079529670-58,12216955,LAGES,CONTA DINHEIRO- LAG*,"R PAULO ALVES DE LIZ,, TELEMED",CAV,CAV_Conta-Dinheiro_A4_Telemed,A-4,TR-TRIFASICO,70958.95,11,0.0,1760.31,0.0,15864.73,46711.01,0.0,0.0,5921.88,0.0,701.02,0.0,0.0,0.0,11764.0,116938.0,0.0,0.0,440.0,0.0,0.0,128701.15,11763.64,116937.5,0.0,0.0,230.01,0.0,25639.1,2019_07,2019,7,True,False,False,440.0,210.0,0.52,13.46,2826.6
01-20195023579066-90,51262476,LAGUNA,PROGRESSO - LAG,"AV ENG COLOMBO MACHADO SALLES,0, ",CERES,CERES_Progresso_B3_Colombo-Sales.0,B-3,TR-TRIFASICO,2672.28,13,0.0,35.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.46,0.0,0.0,4516.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4516.0,0.0,0.0,0.0,0.0,0.0,0.0,568.0,2019_07,2019,7,False,False,False,0.0,0.0,,,0.0
01-20195065691978-80,12264488,LAGUNA,PROGRESSO - LAG,"R CEL FERNANDES MARTINS,, COL COMERCIAL LAGUNENSE",CERES,CERES_Progresso_A4_Col.Comercial-Laguense,A-4,TR-TRIFASICO,11483.61,14,0.0,202.32,0.0,2268.28,5949.62,70.71,371.05,2557.17,0.0,64.46,0.0,0.0,0.0,1682.0,14894.0,207.0,1088.0,190.0,0.0,0.0,16576.39,1681.93,14894.46,207.27,1087.71,74.59,0.0,7818.93,2019_07,2019,7,True,False,False,190.0,115.4,0.39,13.46,1553.28
01-20194993098902-82,2102668,IBIRAMA,BELA VISTA / IB,"R PROF HELENA LAUN, 120, FUNDOS",CEAVI,CEAVI_Bela-Vista_B3_Prof.Helena-Laun.120.Fundos,B-3,MO-MONOFASICO,324.95,16,85.98,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238.54,0.0,0.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019_07,2019,7,False,False,False,0.0,0.0,,,0.0
01-20194993098906 -33,2102889,IBIRAMA,BELA VISTA / IB,"R PROF HELENA LAUN, 120, ",CEAVI,CEAVI_Bela-Vista_B3_Prof.Helena-Laun.120,B-3,TR-TRIFASICO,295.75,17,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238.54,56.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019_07,2019,7,False,False,False,0.0,0.0,,,0.0
01-20195023444726-4,49292945,BALNEARIO CAMBORIU,NOVA ESPERANCA (BC),"AV LOURIVAL CESARIO PEREIRA, 100, UDESC",CEFSI,CEFSI_Nova-Esperanca_A4_Lourival-Cesario.100,A-4,TR-TRIFASICO,6329.69,20,0.0,40.21,0.0,882.51,2234.21,0.0,0.04,3162.82,0.0,9.9,0.0,0.0,0.0,654.0,5593.0,0.0,0.0,235.0,0.0,0.0,6247.6,654.39,5593.2,0.0,0.15,37.63,0.0,41.75,2019_07,2019,7,True,False,False,235.0,197.4,0.16,13.46,2657.0
01-20195070341548-3,47571197,CHAPECO,CENTRO,"R 7 DE SETEMBRO, 91, D TERREO",CEO,CEO_Centro_B3_7.Set.91_D-Terreo,B-3,TR-TRIFASICO,2809.83,22,2574.39,66.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.94,0.0,0.0,4520.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4520.25,0.0,0.0,0.0,0.0,0.0,0.0,61.0,2019_07,2019,7,False,False,False,0.0,0.0,,,0.0
01-20195070242981-77,48665160,GUATAMBU,GUAT - RURAL,"LN PORTO CHALANA,, FAZENDA EXPERIMENTAL CEO - FACEO",CEO,CEO_Rural_B3_Fazenda-Experimental,B-3,MO-MONOFASICO,624.38,23,558.69,14.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,981.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,981.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019_07,2019,7,False,False,False,0.0,0.0,,,0.0
01-20195065692228-25,45175634,SAO BENTO DO SUL,BRASILIA,"AV PREFEITO ORNITH BOLLMANN, 0, CEDUP ENTRE 480 - 581",CEPLAN,CEPLAN_Brasilia_A4,A-4,TR-TRIFASICO,5578.46,24,0.0,92.83,0.0,2111.44,2321.25,0.0,0.0,807.53,0.0,245.41,0.0,0.0,0.0,1566.0,5811.0,0.0,0.0,60.0,0.0,0.0,7376.74,1565.63,5811.1,0.0,0.0,40.71,0.0,15.37,2019_07,2019,7,True,False,False,60.0,19.3,0.68,13.46,259.78
01-20194529145863-97,12183828,FLORIANOPOLIS,FLORIANOPOLIS-CENTRO,"R VISC OURO PRETO, 457, ",FAED,FAED_Centro_B3,B-3,TR-TRIFASICO,853.23,2,711.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019_01,2019,1,False,False,False,0.0,0.0,,,0.0
01-20194573783862-19,28925301,JOINVILLE,SAGUACU - JVE,"R PAST GUILHERME RAU,1, UDESC RADIO EDUCATIVA DE JLLE - MIRANTE",CCT,CCT_Saguacu_B3_Radio_Mirante,B-3,MO-MONOFASICO,10510.07,7,10377.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18241.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18301.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019_01,2019,1,False,False,False,0.0,0.0,,,0.0
01-20194590059197 -68,28925310,JOINVILLE,AMERICA - JVE,"R OTTO BOEHM, 30, SL6 CX7 - UDESC FUNDACAO",CCT,CCT_America_B3_Radio_CX_7,B-3,BI-BIFASICO,1356.98,10,1224.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019_01,2019,1,False,False,False,0.0,0.0,,,0.0
01-20194592860417 -24,26445418,LAGES,CIDADE ALTA - LAG*,"R DAS TORRES, 2090, AREA INDUSTRIAL - UDESC RADIO LAGES",CAV,CAV_Cidade-Alta_B3_Radio,B-3,TR-TRIFASICO,1376.78,12,745.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019_01,2019,1,False,False,False,0.0,0.0,,,0.0
01-20194590238492-24,12184158,FLORIANOPOLIS,COQUEIROS - FNS,"R PASCOAL SIMONE, 212, ",CEFID,CEFID_Coqueiros_A4_P.Simone.212,A-4,TR-TRIFASICO,11861.73,5,0.0,0.0,0.0,1940.08,6883.67,56.81,336.67,2419.93,0.0,224.57,0.0,0.0,0.0,1440.0,17252.0,167.0,988.0,180.0,0.0,0.0,18691.77,1440.14,17251.63,166.75,987.98,82.36,0.0,8753.18,2019_01,2019,1,True,False,False,180.0,97.6,0.46,13.44,1311.74
01-20194590238555 -42,20665025,FLORIANOPOLIS,FLORIANOPOLIS-CENTRO,"R SALDANHA MARINHO, 47, ",Museu,Museu_Centro_A4,A-4,TR-TRIFASICO,5799.61,6,0.0,0.0,0.0,1279.38,2589.21,0.0,0.0,837.69,868.76,224.57,0.0,0.0,0.0,950.0,6489.0,0.0,0.0,62.0,32.0,0.0,7438.71,949.71,6489.0,0.0,0.0,62.31,0.0,873.84,2019_01,2019,1,True,True,False,30.0,-32.0,2.08,13.51,0.0
01-20194590239369-1,26454336,JOINVILLE,BOM RETIRO -JVE,"R TTE ANTONIO JOAO,, CAMPUS UNIVER. FACULD. ENGENHARIA",CCT,CCT_B.Retiro_A4_Facul.Eng,A-4,TR-TRIFASICO,48540.24,8,0.0,0.0,0.0,8796.2,30842.64,78.11,624.13,8066.45,0.0,132.71,0.0,0.0,0.0,6529.0,77297.0,229.0,1832.0,600.0,0.0,0.0,83826.2,6529.48,77296.71,229.23,1831.53,292.65,0.0,40339.65,2019_01,2019,1,True,False,False,600.0,307.4,0.49,13.44,4131.46
01-20194550350963-39,22814907,IBIRAMA,CENTRO / IB,"R DOUTOR GETULIO VARGAS, 2678, SALA 03",CEAVI,CEAVI_Centro_A4,A-4,TR-TRIFASICO,2261.09,17,0.0,0.0,0.0,308.42,1271.94,0.0,0.0,403.32,0.0,277.41,0.0,0.0,0.0,229.0,3188.0,0.0,0.0,30.0,0.0,0.0,3416.64,228.96,3187.68,0.0,0.0,19.85,0.0,554.31,2019_01,2019,1,True,False,False,30.0,10.1,0.66,13.44,135.74
01-20194550351368-10,46190068,IBIRAMA,BELA VISTA / IB,"R DOUTOR GETULIO VARGAS, 2822, CEAVI",CEAVI,CEAVI_Bela-Vista_A4_Dr.Getulio-Vargas.2822,A-4,TR-TRIFASICO,6054.28,18,0.0,0.0,0.0,1054.51,3469.57,0.0,0.0,1142.75,0.0,387.45,0.0,0.0,0.0,783.0,8695.0,0.0,0.0,85.0,0.0,0.0,9478.13,782.78,8695.34,0.0,0.0,69.71,0.0,450.72,2019_01,2019,1,True,False,False,85.0,15.3,0.82,13.44,205.63
01-20194590240266-68,41399880,CHAPECO,CHAP - STO ANTONIO,"R BELONI TROMBETA ZANIN, 680, E",CEO,CEO_Sto-Antonio_A4_Beloni-Zanin.600,A-4,TR-TRIFASICO,6427.1,20,0.0,0.0,0.0,1085.52,3691.27,0.0,0.0,1344.4,0.0,305.91,0.0,0.0,0.0,806.0,9251.0,0.0,0.0,100.0,0.0,0.0,10056.74,805.79,9250.95,0.0,0.0,59.86,0.0,374.06,2019_01,2019,1,True,False,False,100.0,40.1,0.6,13.44,538.94
01-20194590238524-19,23421615,FLORIANOPOLIS,SANTA MONICA - FNS,"AV MADRE BENVENUTA, 2007, REITORIA",UDESC-CAMPUS-I,UDESC-CAMPUS-I_Santa-Monica_A4,A-4,TR-TRIFASICO,74133.21,24,0.0,0.0,0.0,13891.48,50337.42,0.0,0.0,9679.74,0.0,224.57,0.0,0.0,0.0,10312.0,126154.0,0.0,0.0,720.0,0.0,0.0,136465.53,10311.74,126153.79,0.0,0.0,537.6,0.0,26635.77,2019_01,2019,1,True,False,False,720.0,182.4,0.75,13.44,2451.46
01-20194547423982-96,24712095,FLORIANOPOLIS,FLORIANOPOLIS-CENTRO,"AV DO ANTAO,, ",Reitoria,Reitoria_Centro_B3,B-3,TR-TRIFASICO,627.97,1,528.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,929.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,929.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2019_01,2019,1,False,False,False,0.0,0.0,,,0.0
01-20194581070277-38,10061792,FLORIANOPOLIS,COQUEIROS - FNS,"R SAO CRISTOVAO, 177, ",CEFID,CEFID_Coqueiros_B3_S.Cristovao.177,B-3,MO-MONOFASICO,225.5,3,194.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019_01,2019,1,False,False,False,0.0,0.0,,,0.0
01-20194581067710-11,10065585,FLORIANOPOLIS,COQUEIROS - FNS,"R PASCOAL SIMONE, 149, ",CEFID,CEFID_Coqueiros_B3_P.Simone.149,B-3,TR-TRIFASICO,303.47,4,244.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,430.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,430.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019_01,2019,1,False,False,False,0.0,0.0,,,0.0
01-20194590059193-7,28735561,JOINVILLE,AMERICA - JVE,"R OTTO BOEHMM, 48, SL3 CX4",CCT,CCT_America_B3_Radio_CX_4,B-3,TR-TRIFASICO,58.08,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,56.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019_01,2019,1,False,False,False,0.0,0.0,,,0.0
01-20194573643198-11,48665110,LAGES,MACACOS - LAG*,"LOC MACACOS,, FAZENDA EXPERIMENTAL DO CAV",CAV,CAV_Macacos_B3_Fazenda,B-3,MO-MONOFASICO,395.7,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,378.64,17.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019_01,2019,1,False,False,False,0.0,0.0,,,0.0
01-20194562969190 - 20,42565431,LAGUNA,PRAIA DO GI - LAG,"AV PRES CASTELO BRANCO,0, RESTAURANTE ESCOLA",CERES,CERES_Praia-do-Gi_B3_Restaurante-Escola,B-3,TR-TRIFASICO,303.13,13,261.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,459.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,459.0,0.0,0.0,0.0,0.0,0.0,0.0,295.0,2019_01,2019,1,False,False,False,0.0,0.0,,,0.0
01-20194584760960-86,25576640,LAGUNA,PROGRESSO - LAG,"R CEL FERNANDES MARTINS,, GINASIO COBERTO BERTHOLDO WERNER",CERES,CERES_Progresso_B3_Ginasio,B-3,TR-TRIFASICO,518.01,14,466.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.51,0.0,0.0,820.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,820.0,0.0,0.0,0.0,0.0,0.0,0.0,102.5,2019_01,2019,1,False,False,False,0.0,0.0,,,0.0
